registros,Crit_Julg,Cmp_Gru,I_Cmp,I_Und,DS_ITCP_MODELO_VERSAO,Pref_Nac,Vant ??,Sustent,Pref_Adic,Vant Adic ??,Tipo_Obj,CritVal,Vl_Sigilo,Tp_Reduc,,
23,Menor Valor,Grupo 3,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
23,Não Informado,Não se Aplica,ARROZ IN - NATURA,UN,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
23,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
23,Não Informado,Não se Aplica,ARROZ,KILOS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
22,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
22,Não Informado,Não se Aplica,FARINHA ARROZ,QUILOGRAMA,NAO SE APLICA,Não se Aplica,0,NÃO INFORMADO,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
22,Não Informado,Não se Aplica,ARROZ IN - NATURA,KG.,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
22,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
22,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
22,Não Informado,Não se Aplica,ARROZ,PCT,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
22,Não Informado,Não se Aplica,ARROZ IN - NATURA,FARDOS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
21,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
21,Não Informado,Não se Aplica,ARROZ IN - NATURA,PACOTE 5KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
21,Não Informado,Não se Aplica,ARROZ,FD,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
21,Menor Valor,NULL,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
21,Não Informado,Não se Aplica,ARROZ,KGS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
21,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
20,Menor Valor,Grupo 1,ARROZ IN - NATURA,QUILOGRAMA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
20,Não Informado,Não se Aplica,ARROZ,SACO,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
20,Menor Valor,Grupo 1,ARROZ IN - NATURA,KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
20,Não Informado,Não se Aplica,ARROZ IN - NATURA,QUILO,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
20,Não Informado,Não se Aplica,ARROZ,KG.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
19,Não Informado,Não se Aplica,FARINHA ARROZ,"EMBALAGEM 500,00 G",NAO SE APLICA,Não se Aplica,0,NÃO INFORMADO,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
19,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
19,Menor Valor,Grupo 1,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
19,Não Informado,Não se Aplica,FARINHA ARROZ,"LATA 400,00 G",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
19,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
19,Não Informado,Não tem Grupo,ARROZ,"SACO 5,00 KG",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
19,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",PACOTE,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
19,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,QUILOGRAMA,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
19,Menor Valor,Não tem Grupo,ARROZ,UNIDADE,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
19,Não Informado,Não se Aplica,ARROZ IN - NATURA,SACO,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
18,Menor Valor,Não se Aplica,ARROZ,"SACO 1,00 KG",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
18,Menor Valor,Não se Aplica,ARROZ IN - NATURA,PCT,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
18,Não Informado,Não se Aplica,ARROZ IN - NATURA,UNIDADE,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
18,Não Informado,Não se Aplica,ARROZ,QUILO,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
18,Não Informado,Não tem Grupo,ARROZ IN - NATURA,KG,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
18,Menor Valor,Não tem Grupo,FARINHA ARROZ,UNIDADE,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
18,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
18,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
17,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
17,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,NACIONAL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
17,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,PCT,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
17,Não Informado,Não tem Grupo,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
17,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
17,Menor Valor,Não tem Grupo,ARROZ,"FARDO 30,00 KG",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
17,Não Informado,Não se Aplica,ARROZ,FARDO 30X01,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
17,Menor Valor,Não tem Grupo,ARROZ,"FARDO 30,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
17,Não Informado,Não se Aplica,ARROZ,FARDOS,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
17,Menor Valor,Não tem Grupo,CREME ARROZ,"CAIXA 200,00 G",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Não Informado,Não se Aplica,ARROZ,"FARDO 30,00 KG",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,URBANO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Menor Valor,Não se Aplica,ARROZ IN - NATURA,KG,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Menor Valor,Não tem Grupo,ARROZ,"SACO 1,00 KG",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Não Informado,Não se Aplica,ARROZ,UNIDADE,NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Menor Valor,Não tem Grupo,ARROZ,"SACO 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
16,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,KG,KG,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
15,Menor Valor,Grupo 1,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
15,Menor Valor,Grupo 1,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
15,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
15,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
15,Menor Valor,Grupo 1,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
15,Não Informado,Não se Aplica,ARROZ IN - NATURA,FARDO,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
15,Menor Valor,Não tem Grupo,ARROZ,EMBALAGEM,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
15,Menor Valor,Grupo 1,ARROZ,FARDO,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
14,Menor Valor,Grupo 2,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
14,Não Informado,Não se Aplica,CREME ARROZ,"CAIXA 200,00 G",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
14,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",BOA SAFRA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
14,Menor Valor,Não tem Grupo,CASCA ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
14,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Percentual,,
14,Menor Valor,Grupo 5,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
14,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,GENEROS ALIMENTICIOS,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
14,Menor Valor,Não tem Grupo,ARROZ,KG,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
14,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,FARDO,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ,KG,KG,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,NULL,ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Não Informado,Não se Aplica,ARROZ IN - NATURA,FARDOS,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
13,Não Informado,Não se Aplica,ARROZ,"PACOTE 5,00 KG",NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Não Informado,Não se Aplica,ARROZ,PC,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 5,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Não se Aplica,,
13,Menor Valor,Grupo 4,ARROZ,KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",ARROZ,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Percentual,,
13,Não Informado,Não se Aplica,ARROZ,PÇ,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Monetário,,
13,Não Informado,Não se Aplica,ARROZ,FARDO 30 KG.,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,FARINHA ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ,PACOTE,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
13,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Monetário,,
13,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,QUILOGRAMA,KG,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG","PACOTE 5,00 KG",Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,ISENTO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
13,Menor Valor,Não tem Grupo,CASCA ARROZ,EMBALAGEM,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
13,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Percentual,,
12,Menor Valor,Grupo 4,ARROZ,UND,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Não Informado,Não se Aplica,ARROZ BENEFICIADO,EMB,NAO SE APLICA,Não se Aplica,0,NÃO INFORMADO,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Não Informado,Não se Aplica,CASCA ARROZ,PCT,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Menor Valor,Não se Aplica,ARROZ,"PACOTE 5,00 KG",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Menor Valor,Grupo 2,ARROZ,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Não Informado,Não se Aplica,ARROZ,KILOGRAMAS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Menor Valor,Não tem Grupo,FARINHA ARROZ,"LATA 400,00 G",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Não Informado,Não se Aplica,ARROZ IN - NATURA,KILOGRAMA,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 1,00 KG",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
12,Menor Valor,Não tem Grupo,CASCA ARROZ,TONELADA,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Não tem Grupo,FARINHA ARROZ,UNIDADE,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
11,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,QUILOGRAMA,QUILOGRAMA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Grupo 3,ARROZ,"PACOTE 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Não Informado,Não se Aplica,ARROZ,PCTS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Não Informado,Não se Aplica,ARROZ IN - NATURA,QUILOGRAMA,NAO SE APLICA,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Não tem Grupo,FARINHA ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
11,Maior Desconto,Não tem Grupo,ARROZ,QUILOGRAMA,NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Não tem Grupo,ARROZ,"PACOTE 5,00 KG",PACOTE 5KG,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Não tem Grupo,ARROZ,PCT,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Não tem Grupo,ARROZ,EMBALAGEM,NAO INFORMADO,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Não tem Grupo,ARROZ,PACOTE 5KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Grupo 1,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Não se Aplica,,
11,Não Informado,Não se Aplica,ARROZ IN - NATURA,"FARDO 30,00 KG",NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Não Informado,Não se Aplica,CASCA ARROZ,UNIDADE,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,QUILOGRAMA,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Sim,Monetário,,
11,Menor Valor,Não tem Grupo,ARROZ,QUILOGRAMA,CARACTERISTICO,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Não tem Grupo,ARROZ,"SACO 5,00 KG",NAO SE APLICA,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Grupo 2,ARROZ,"PACOTE 1,00 KG",NULL,Não,0,NÃO INFORMADO,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
11,Menor Valor,Grupo 1,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Não,Monetário,,
10,Menor Valor,Não tem Grupo,ARROZ IN - NATURA,UN,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
10,Não Informado,Não se Aplica,ARROZ,PACOTE 5 KG,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
10,Menor Valor,Grupo 2,ARROZ IN - NATURA,KG,NULL,Não,0,NÃO SUSTENTAVEL,Não,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
10,Menor Valor,Não tem Grupo,ARROZ BENEFICIADO,"EMBALAGEM 1,00 KG",KG,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Estimado,Sim,Monetário,,
10,Não Informado,Não se Aplica,ARROZ IN - NATURA,KGS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
10,Menor Valor,Não tem Grupo,FARINHA ARROZ,UNIDADE,NAO INFORMADO,Não,0,NÃO INFORMADO,Não,0,Bens Comuns,Valor Máximo Aceitável,Não,Monetário,,
10,Não Informado,Não se Aplica,ARROZ IN - NATURA,SACAS,NAO SE APLICA,Não se Aplica,0,NÃO SUSTENTAVEL,Não se Aplica,0,Não se Aplica,Não se Aplica,Não se Aplica,Não se Aplica,,
